id,label,model_1,model_2,model_3,model_4,model_5,model_6,stack
dfd5f913,0,0.005260009318590164,0.011012183502316477,0.005000035278499126,0.017239101231098175,0.001409737393260002,0.022506609559059143,0.001409737393260002
525ab75c,0,0.017436373978853226,0.017317160964012146,0.4303748309612274,0.1333453804254532,9.999999747378753e-05,9.999999747378753e-05,0.09977895772074892
161a6860,0,9.999999747378753e-05,9.999999747378753e-05,9.335846584690444e-08,9.999999747378753e-05,0.0001776055432856083,0.000151304280734621,0.001
86730f0d,1,0.7262442111968994,0.7220041155815125,0.8014979362487793,0.8602616786956787,0.8575577735900879,0.8781658411026001,0.8076219260692596
a210f335,0,0.01268467865884304,0.0028794622048735623,0.025277432054281238,0.005113906692713499,0.025568343698978424,0.04031997174024582,0.0028794622048735623
958d42a8,1,0.5812602639198303,0.18995442986488345,0.16686567664146426,0.4942412078380585,0.5287529230117798,0.7219659686088562,0.44717341164747876
faf2c49e,1,0.6810864210128784,0.6223461031913757,0.5828050374984741,0.7239515781402588,0.2757309377193451,0.5423565506935121,0.5713794380426407
6332531e,0,9.999999747378753e-05,0.0010917432373389602,0.000498435867484659,0.0049775089137256145,0.001835981383919716,9.999999747378753e-05,0.001
f6a75c6b,0,9.999999747378753e-05,9.999999747378753e-05,1.860265164133068e-09,0.00037308537866920233,9.999999747378753e-05,9.999999747378753e-05,0.001
b78438be,0,9.999999747378753e-05,9.999999747378753e-05,1.377915204159308e-08,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
b7e6b182,1,0.9998652935028076,0.9994020462036132,0.9995940327644348,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
c49bd5f2,1,0.985752522945404,0.8680134415626526,0.9987167119979858,0.993334412574768,0.6345540881156921,0.9923707246780396,0.9121236503124237
9f84a328,0,0.002674959367141128,0.12511561810970304,0.0471254326403141,0.012906469404697418,0.2509586811065674,0.03973991796374321,0.07975351309869438
8416c38c,1,0.9997481703758241,0.9993103742599488,0.999829649925232,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
f2bdb041,1,0.9991981387138368,0.999185025691986,0.9999736547470092,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
0717d705,0,9.999999747378753e-05,9.999999747378753e-05,1.5104218986650153e-09,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
7ea9222e,1,0.9921810626983644,0.99291729927063,0.9890023469924928,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
6d7beb67,1,0.9894726872444152,0.9747649431228638,0.9935378432273864,0.9939992427825928,0.9968557357788086,0.9998999834060668,0.999
4fd7600f,0,9.999999747378753e-05,9.999999747378753e-05,1.156555184955721e-09,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
68a80de0,1,0.9959945678710938,0.9948988556861876,0.9672579169273376,0.9653151631355286,0.9998999834060668,0.9998999834060668,0.999
0113e164,0,0.08747754991054535,0.15068680047988892,0.035677142441272736,0.0615483745932579,0.008362066932022572,0.3085351586341858,0.10871451549852888
456d6182,1,0.9997761845588684,0.9988468885421752,0.9998773336410522,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
2b88818c,1,0.7536426782608032,0.8204271793365479,0.8176388144493103,0.8136416673660278,0.8088423013687134,0.8999986052513123,0.8190318743387858
4184f356,0,0.00029876860207878053,0.0014066455187276006,3.6917401757818885e-07,0.0005647505749948323,9.999999747378753e-05,9.999999747378753e-05,0.001
35053475,0,0.0003151119744870812,0.0011310380650684235,0.007559856399893761,9.999999747378753e-05,0.0007340994197875261,0.001637004315853119,0.001
5d9fd419,0,0.09222052246332167,0.028296960517764088,0.034381575882434845,0.011181773617863657,0.012890495359897614,0.0457315519452095,0.011181773617863657
7cc795e7,0,0.04062477126717568,0.119922436773777,0.20926256477832794,0.011541066691279413,0.09122399985790253,0.3200138211250305,0.13209811008224884
794293b5,1,0.3852474093437195,0.2987790107727051,0.2377989739179611,0.26038220524787903,0.32812342047691345,0.6014808416366577,0.3519686435659726
aca0ccb4,1,0.9176190495491028,0.96614009141922,0.992212176322937,0.9943575263023376,0.7875959277153015,0.3294321894645691,0.8312261601289114
ca3a6c6e,1,0.9971626400947572,0.9974494576454164,0.9989110231399536,0.9998718500137328,0.9998999834060668,0.9998999834060668,0.999
51e96360,1,0.9988605976104736,0.9955524802207948,0.998678743839264,0.9994378685951232,0.9998999834060668,0.9998999834060668,0.999
89842932,0,0.01451308187097311,0.06344684958457948,0.02943767607212067,0.009262691251933576,0.0002963139850180596,0.0027513811364769936,0.001
d33e98bb,1,0.9984311461448668,0.9982549548149108,0.9990111589431764,0.9994803071022034,0.9998999834060668,0.9998999834060668,0.999
b8e18fbb,0,9.999999747378753e-05,9.999999747378753e-05,2.7233622859057505e-06,0.00011615480616455899,9.999999747378753e-05,9.999999747378753e-05,0.001
133f346d,0,0.16505008935928345,0.2287102192640305,0.1467548906803131,0.06291644275188446,0.052272770553827286,0.4008813500404358,0.17609762710829577
5196228c,1,0.5625224113464355,0.5703461766242981,0.3142605125904083,0.8870566487312317,0.4926989674568176,0.9746137857437134,0.6335830837488174
a9ab128c,1,0.031530890613794334,0.036153800785541534,0.15589314699172974,0.016713015735149384,0.23312537372112274,0.053281772881746285,0.08778300012151401
ed7569f9,0,9.999999747378753e-05,0.00043335772352293134,2.657497680047527e-05,0.00011320220801280813,0.0005849191802553833,9.999999747378753e-05,0.001
7f13d74d,0,0.0001821820333134383,0.00030903908191248775,0.0012305498821660874,0.00019550275465007871,0.023911477997899052,0.032041948288679116,0.001
c84a92a0,0,9.999999747378753e-05,9.999999747378753e-05,7.403265271932469e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
ba2b4c39,0,0.004071355797350407,0.004332223907113075,0.009692082181572914,0.0012158643221482635,0.0011439246591180565,0.0020308219827711587,0.0011439246591180565
4b58ca02,1,0.9979488253593444,0.9932252764701844,0.9987009763717652,0.99984872341156,0.9998999834060668,0.9998999834060668,0.999
3477579e,1,0.8107604384422302,0.9575818181037904,0.9657591581344604,0.9910077452659608,0.9986984729766846,0.2654961347579956,0.8315506279468536
fbeebbbb,0,9.999999747378753e-05,9.999999747378753e-05,1.1205175098893962e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
54cc4bbe,0,0.000801295624114573,0.038728561252355576,0.0011801482178270815,0.038891121745109565,0.0034044384956359863,0.0568537749350071,0.001
a68bcde2,0,0.01949501968920231,0.046825647354125984,0.03122827783226967,0.030767742544412613,0.1029043346643448,0.10649927705526352,0.01949501968920231
72da83eb,1,0.6415231227874756,0.506418764591217,0.5837274193763733,0.37007588148117065,0.09979896247386932,0.5486196279525757,0.4583606297771136
6e9d5935,1,0.8001734614372253,0.5873023867607117,0.7703876495361328,0.5600767135620117,0.6297926902770996,0.9631173014640808,0.7184750338395437
025f1df9,1,0.9678971767425536,0.9617539048194884,0.9154229164123536,0.9807642698287964,0.9987401366233826,0.9567680954933168,0.9635577499866486
18ec6625,0,9.999999747378753e-05,9.999999747378753e-05,5.069263124823921e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
ff3e8685,1,0.2327316105365753,0.4038847088813782,0.680902898311615,0.7939440011978149,0.5660300254821777,0.7096113562583923,0.5645174334446589
a6bcfae8,0,0.07076667249202727,0.11631499975919725,0.25161004066467285,0.4842307269573212,0.7304413318634033,0.3599386513233185,0.3355504038433234
24d42321,1,0.9989888072013856,0.994281768798828,0.9993743300437928,0.9997780919075012,0.999513864517212,0.9998999834060668,0.999
e0323d3d,1,0.39488327503204346,0.3699911832809448,0.5762181878089905,0.6259297132492065,0.8644283413887024,0.927383542060852,0.6264723738034567
5c65b4d1,0,9.999999747378753e-05,9.999999747378753e-05,1.8448538696702601e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
6e9b3b19,1,0.9998999834060668,0.9986907839775084,0.9998478889465332,0.9983333945274352,0.9998999834060668,0.9998999834060668,0.999
d1bf920a,0,9.999999747378753e-05,0.0009358792449347676,5.5208683988894344e-06,0.0016534194583073258,0.0009562724735587836,0.006037887651473285,0.001
9f345fd1,1,0.9767932891845704,0.9233310222625732,0.9923221468925476,0.9962700605392456,0.9953368306159972,0.9980218410491944,0.9803458650906881
4082b192,1,0.999789535999298,0.992970645427704,0.9999573230743408,0.999652862548828,0.9998999834060668,0.9998999834060668,0.999
87319e1c,1,0.0011806103866547346,0.015575690194964409,0.01844385638833046,0.008569343015551567,0.00469338009133935,0.037616774439811713,0.0011806103866547346
b75e73e5,1,0.9996904134750366,0.9929272532463074,0.9999428987503052,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
ece8ca94,1,0.9956530332565308,0.9752341508865356,0.9993846416473388,0.999037504196167,0.9992306232452391,0.9998999834060668,0.999
fffe76e4,1,0.9020824432373048,0.870945394039154,0.988555371761322,0.8777525424957275,0.8166733384132385,0.997848629951477,0.908976286649704
89353676,0,9.999999747378753e-05,0.00023988851171452555,0.0006668929127044977,0.0004150021122768521,0.0113046420738101,0.00030472423532046383,0.001
70dd04b1,1,0.9015656113624572,0.9218573570251464,0.99447762966156,0.9956932663917542,0.9167837500572203,0.9998999834060668,0.9550462663173674
0d42919f,0,0.7787696719169617,0.7504550814628601,0.27285343408584595,0.7082229852676392,0.6039255261421204,0.9185208082199096,0.6721245845158895
5cb21dc1,0,9.999999747378753e-05,9.999999747378753e-05,1.208758106940877e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
154e0b2b,0,9.999999747378753e-05,0.0002224948402727023,4.3516556615941235e-06,0.0001020706695271656,9.999999747378753e-05,9.999999747378753e-05,0.001
3e241d35,1,0.9993470311164856,0.9898067116737366,0.9952888488769532,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
cfe2ed3c,1,0.7769304513931274,0.8094402551651001,0.4446089565753937,0.8087736964225769,0.977793514728546,0.8286746740341187,0.7743702580531439
2c039c2f,1,0.9993452429771424,0.9868187904357909,0.9995561242103576,0.9980114698410034,0.9998999834060668,0.9998999834060668,0.999
26fb0d4f,1,0.7279191613197327,0.8218231201171875,0.9303802847862244,0.8645769357681274,0.9462519884109496,0.977748155593872,0.8781166076660156
6212bcc2,1,0.9990422129631042,0.9966551065444946,0.9998403787612916,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
e22c3951,0,0.681074857711792,0.4290845990180969,0.7224314212799072,0.7928134799003601,0.41827622056007385,0.3606750667095184,0.5673926075299581
3e5ec769,0,0.00012330424215178937,0.0007294811075553298,0.00028800367726944387,0.0013357429997995494,0.00024453570949845016,9.999999747378753e-05,0.001
0f383168,0,0.02435430511832237,0.046792853623628616,0.09974707663059236,0.2330391108989716,0.2836703360080719,0.7730258703231812,0.243438258767128
a750abdc,0,0.0010084232781082392,0.0010596264619380236,0.00120733177755028,0.000600532628595829,0.00014816784823779017,0.0017001257510855794,0.001
11ab27f8,0,0.15642927587032318,0.225420281291008,0.02677050046622753,0.01066336128860712,0.005715887993574143,0.06470544636249542,0.0816174588787059
63e86eae,1,0.9977097511291504,0.9883136749267578,0.999045431613922,0.9998999834060668,0.9994957447052002,0.9998999834060668,0.999
26e49ee1,0,9.999999747378753e-05,9.999999747378753e-05,3.9259200335095565e-09,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
682d8246,0,0.014381937682628632,0.013087471015751362,0.08596066385507584,0.011210068129003048,0.04999479278922081,0.28745436668396,0.07701488335927328
2a73c7e8,0,0.04296359047293663,0.026387246325612068,0.010115078650414944,0.00470737786963582,0.0003763858985621482,0.006447399500757456,0.001
a51140e3,1,0.8678674697875977,0.8953392505645752,0.8913164734840393,0.9611292481422424,0.8390277028083801,0.8556898236274719,0.8850616614023844
471b4962,1,0.9997301697731018,0.9982574582099916,0.9998630285263062,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
6e6c1c76,1,0.9995137453079224,0.9992421865463256,0.9992478489875792,0.9997013211250304,0.9998999834060668,0.9998999834060668,0.999
5a925c68,1,0.997366726398468,0.9845308065414428,0.9801992774009703,0.9924956560134888,0.9998999834060668,0.9998999834060668,0.999
7810a630,1,0.9473329782485962,0.9518663883209229,0.9191272854804992,0.9885191321372986,0.9909798502922058,0.9944602251052856,0.965380976597468
e967db90,1,0.9949652552604676,0.8492183685302734,0.9982073307037354,0.9938775897026062,0.9986829161643982,0.9998999834060668,0.9724752406279246
492bb0d3,0,9.999999747378753e-05,0.000121921235404443,1.5440271454281174e-05,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
1668b420,1,0.9794344305992126,0.9821516275405884,0.9921888113021852,0.982315719127655,0.9998999834060668,0.997831642627716,0.999
76f503e2,0,0.00022360944421961904,0.004484568256884813,1.1705018550856039e-05,0.0004898545448668301,9.999999747378753e-05,9.999999747378753e-05,0.001
c0d49276,1,0.9987298846244812,0.985936403274536,0.9987059831619264,0.995442509651184,0.9969702959060668,0.9998999834060668,0.999
7fbd1c2e,0,9.999999747378753e-05,9.999999747378753e-05,1.0713886444690957e-09,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
c826d611,0,9.999999747378753e-05,9.999999747378753e-05,8.977560355560854e-06,9.999999747378753e-05,0.002255600178614259,0.007462836802005769,0.001
388c5565,1,0.99979966878891,0.9962581396102904,0.9999781847000122,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
992bbcd7,1,0.8066810965538025,0.8240791559219359,0.7572840452194214,0.7758015394210815,0.8810217380523682,0.8186081647872925,0.8105792899926504
0a982892,1,0.9895994663238524,0.976937174797058,0.9829811453819276,0.9921470284461976,0.977489411830902,0.9928637146949768,0.9928637146949768
70446435,0,0.023397162556648254,0.05558092892169952,0.03504866361618042,0.002659962745383382,0.009683778509497644,0.022392140701413155,0.002659962745383382
616733d1,0,9.999999747378753e-05,9.999999747378753e-05,3.550420387909981e-06,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
7e3044ef,0,9.999999747378753e-05,9.999999747378753e-05,2.713508138185716e-06,0.00021379272220656278,0.003745611291378737,0.0004808049998246133,0.001
17d06536,1,0.9985997080802916,0.9983978867530824,0.9994410872459412,0.9994688630104064,0.9998999834060668,0.9998999834060668,0.999
301293ea,1,0.9957278966903688,0.9882323145866394,0.999776303768158,0.9998999834060668,0.999739706516266,0.9998999834060668,0.999
a1bb8d84,1,0.4667807221412658,0.6517788767814636,0.6563680171966553,0.9315179586410522,0.8433524370193481,0.9652432799339294,0.7525068819522858
6b37488d,1,0.8062654137611389,0.7727907299995422,0.6887688636779785,0.7311611771583557,0.5432564616203308,0.7298470735549927,0.7120149532953898
7af72b51,0,0.013608431443572044,0.004670281894505024,0.017310019582509998,9.999999747378753e-05,0.0009260860970243813,0.008992386981844902,0.001
c03c0809,1,0.21333876252174375,0.19117484986782074,0.22863174974918365,0.28608345985412603,0.04867592826485634,0.2378629446029663,0.2009612824767828
1613016a,1,0.6189447045326233,0.3028889000415802,0.8826379776000977,0.9958576560020448,0.9899786710739136,0.9972901344299316,0.7979330072800318
882e8128,0,0.010414990596473215,0.043116960674524314,0.01766206882894039,0.0021290916483849287,9.999999747378753e-05,9.999999747378753e-05,0.001
29ad22d1,1,0.6935049295425415,0.8078830242156982,0.8800055384635925,0.7567390203475952,0.8780978918075562,0.542736828327179,0.7598278721173605
2133a43f,1,0.626227617263794,0.6159369349479675,0.3789798319339752,0.3115564584732056,0.6567659974098206,0.7924082279205322,0.5636458446582159
5210b709,0,0.4932469725608826,0.5938290953636169,0.3184258937835693,0.3874427378177643,0.6624624133110046,0.6860423684120178,0.5235749135414759
267afe4f,0,0.7332547903060913,0.5979232788085938,0.13334572315216064,0.3546701371669769,0.04647032544016838,0.2630299925804138,0.35478237457573414
7faa4a03,0,9.999999747378753e-05,9.999999747378753e-05,2.3948888383529265e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
16383865,1,0.9824262857437134,0.9632060527801514,0.9933829307556152,0.993221640586853,0.9916588664054872,0.9994956254959106,0.999
50fe4eeb,1,0.8897030353546143,0.9959625601768494,0.9752114415168762,0.9994901418685912,0.9998999834060668,0.9998999834060668,0.9766945242881775
ea95132b,0,9.999999747378753e-05,9.999999747378753e-05,6.901309825479984e-05,0.0001174256030935794,0.00047864302177913487,0.00016891153063625095,0.001
9c74b2f4,1,0.9085522294044496,0.9477108716964722,0.9130213260650636,0.9596374034881592,0.8920248746871948,0.9670811295509338,0.9313379724820455
a59605a2,1,0.9994068145751952,0.9989417195320128,0.998271942138672,0.9994268417358398,0.9998999834060668,0.9998999834060668,0.999
9d1b433b,1,0.9984625577926636,0.9963111281394958,0.99905663728714,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
7f1b52ad,1,0.9998710155487059,0.998666286468506,0.999980926513672,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
aefd03c3,1,0.9789445400238036,0.8574322462081909,0.9697069525718688,0.9778174757957458,0.8587146401405334,0.982595682144165,0.9375352561473846
1cb7fac9,1,0.9542794823646544,0.9461403489112854,0.9678475856781006,0.9803131222724916,0.9886570572853088,0.9998337030410768,0.972845216592153
0d3b11df,0,0.053333695977926254,0.05268953368067741,0.024756867438554764,0.12405938655138014,0.022724241018295288,0.12995143234729767,0.022724241018295288
cd53b42e,0,0.0009535031276755037,0.03239739313721657,0.004518483765423298,0.0003711539320647717,0.0012463133316487074,0.0015932134119793773,0.001
01944ac7,0,9.999999747378753e-05,9.999999747378753e-05,6.988999656787343e-12,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
20936ccc,1,0.7416789531707764,0.8005504012107849,0.5193734765052795,0.8462866544723511,0.5204696655273438,0.6927439570426941,0.686850517988205
a998c175,0,0.09216818958520888,0.3340140581130981,0.041004661470651634,0.004841985180974007,0.02275983802974224,0.04217116534709929,0.08949331628779568
fb82daca,1,0.7197094559669495,0.5529991388320923,0.6037960052490234,0.7451609373092651,0.9277260899543762,0.892233669757843,0.7402708828449249
a514b707,1,0.9966394901275636,0.9811500310897828,0.9813080430030824,0.997618854045868,0.9951910972595216,0.999704897403717,0.999
f613255d,0,0.08292462676763535,0.3271355032920837,0.2402544766664505,0.09539054334163666,0.052080854773521416,0.8023753762245178,0.26669356351097423
0015055d,0,0.0073530618101358405,0.013850948773324491,0.00024173839483410117,0.003971566446125507,9.999999747378753e-05,9.999999747378753e-05,0.001
76f74570,1,0.9933902025222778,0.9838825464248656,0.9958086013793944,0.9963003396987916,0.976091206073761,0.999576985836029,0.999
17dcc03a,1,0.9815701842308044,0.901407778263092,0.9803999662399292,0.9532674551010132,0.9901406168937684,0.9912046790122986,0.9663317799568176
da20c5c3,1,0.9492174983024596,0.9520736932754515,0.9868950843811036,0.9832618236541748,0.9935923218727112,0.9882001876831056,0.9755401015281677
786ee92d,0,0.7005861401557922,0.6428099870681763,0.3155399560928345,0.4270326793193817,0.7133597731590271,0.6897503733634949,0.5815131515264511
653f198a,1,0.9998999834060668,0.999572217464447,0.9999607801437378,0.9998999834060668,0.9998999834060668,0.9998999834060668,0.999
4d6f2076,0,0.22888201475143435,0.6375235915184021,0.3614792823791504,0.4042021632194519,0.6110734939575195,0.4057791829109192,0.44148995478947956
3268312d,0,9.999999747378753e-05,0.00015366740990430117,0.0003384914598427713,0.0003885304904542864,0.022705966606736183,0.020544538274407387,0.001
22679531,1,0.990561306476593,0.9897947907447816,0.9703066945075988,0.9925841093063354,0.9997969269752502,0.9998999834060668,0.999
fd47c6f9,1,0.9996734857559204,0.9982993006706238,0.9987192153930664,0.9998513460159302,0.9998999834060668,0.9998999834060668,0.999
f254749e,0,0.747184157371521,0.4212513566017151,0.6091833114624023,0.26253339648246765,0.44865819811820973,0.8612748980522156,0.5583475530147552
aab472df,1,0.9864217042922974,0.9839051365852356,0.9988281130790709,0.9995074272155762,0.9998999834060668,0.9998999834060668,0.999
e9f69e5f,1,0.9799755215644836,0.9522071480751038,0.9602843523025512,0.9712921977043152,0.974745512008667,0.9953142404556274,0.9953142404556274
b09917f6,1,0.9986613988876344,0.9884533286094666,0.9986675977706908,0.9997839331626892,0.9998999834060668,0.9998999834060668,0.999
a44f95c2,0,9.999999747378753e-05,9.999999747378753e-05,9.746480600369978e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
b7ca0494,1,0.4824668765068054,0.7036178708076477,0.3876305818557739,0.6479586362838745,0.03853148221969605,0.14361372590065002,0.4006365289290746
5b7b88d2,1,0.9496994614601136,0.8357577323913574,0.9291863441467284,0.8971524834632874,0.8209949135780334,0.911149263381958,0.8906566997369131
bcd498e2,1,0.6860199570655823,0.8455435633659363,0.5682038068771362,0.7958547472953796,0.8975765109062195,0.3568453788757324,0.691673994064331
c92d0ced,0,9.999999747378753e-05,9.999999747378753e-05,2.271747689519543e-06,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
dbde12c0,1,0.9987910389900208,0.9940435290336608,0.9997296929359436,0.9995951056480408,0.9998999834060668,0.9998999834060668,0.999
2f2975c0,0,9.999999747378753e-05,9.999999747378753e-05,3.472312437580172e-09,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
0c4dee0f,0,9.999999747378753e-05,0.0008297682506963612,0.00015701274969615042,0.0004906990216113627,9.999999747378753e-05,9.999999747378753e-05,0.001
66f454c8,1,0.6834970116615295,0.24304547905921936,0.7864080667495728,0.748757004737854,0.5669605135917664,0.7096518278121948,0.6230533172686895
b950ff96,0,9.999999747378753e-05,9.999999747378753e-05,1.9764036551350728e-05,0.0005194831173866987,0.009392958134412766,0.03862261399626732,0.001
9ff92f2d,1,0.9990593791007996,0.9778493642807008,0.9991493225097656,0.9977009892463684,0.9996767044067384,0.9998999834060668,0.999
2d0612ad,0,9.999999747378753e-05,0.00014190140063874424,1.2650923508772394e-06,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
b522fe03,1,0.9835833907127379,0.9585161209106444,0.9127863645553588,0.9949219822883606,0.9949676394462584,0.9952110648155212,0.9733310937881469
33ea96d2,0,0.4497805535793304,0.3492693901062012,0.3655220270156861,0.20231297612190247,0.08955962210893631,0.020234880968928337,0.24611324165016413
04b03693,0,0.6982126235961914,0.27550679445266724,0.5676934123039246,0.2443024665117264,0.11598006635904312,0.06218267604708672,0.3273130065451066
54c3d59a,1,0.998805046081543,0.9916708469390868,0.999054491519928,0.9986716508865356,0.9989186525344848,0.9998999834060668,0.999
c172464e,0,9.999999747378753e-05,9.999999747378753e-05,2.0406811529483093e-07,0.0018236717442050574,9.999999747378753e-05,9.999999747378753e-05,0.001
f9b91488,1,0.8275228142738342,0.9227372407913208,0.9527794718742372,0.9924414157867432,0.9009808897972108,0.8548426032066345,0.9085507392883301
5fb98756,1,0.9977049231529236,0.9945477843284608,0.9997411370277404,0.9997482895851136,0.9998043179512024,0.9998999834060668,0.999
6edf8ef7,0,0.0012573727872222662,0.0002462497795931995,0.00013310171198099852,0.0009696350898593664,9.999999747378753e-05,9.999999747378753e-05,0.001
77c4d851,0,9.999999747378753e-05,9.999999747378753e-05,4.42245884357817e-08,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
01d4c808,1,0.9632077217102052,0.9246441125869752,0.986918032169342,0.98491632938385,0.9774176478385924,0.9998999834060668,0.9728339711825053
46b7ebab,1,0.9746773242950441,0.8351077437400818,0.9664286971092224,0.612787127494812,0.9996142387390136,0.9998999834060668,0.8980858524640402
adc216a4,0,0.0008683875785209239,0.005264542065560818,0.00077712198253721,0.0206291563808918,0.0019498262554407122,0.01010135654360056,0.001
2d9d69ec,0,0.00958495493978262,0.02112066186964512,0.26909101009368896,0.0035329204984009266,0.02998786233365536,0.04963244870305061,0.0638249764063706
dedf2035,0,0.9492258429527284,0.9069164395332336,0.9481437802314758,0.9358658194541932,0.9891017079353333,0.9675224423408508,0.9494626720746359
2dcfd785,0,0.0018483767053112388,0.0011455629719421268,0.001972974976524711,9.999999747378753e-05,0.000673177361022681,0.00044228002661839133,0.001
8dbefcbd,1,0.9497909545898438,0.8675557374954224,0.9680691957473756,0.9844937920570374,0.8871768712997437,0.9883717894554138,0.940909723440806
6c542180,0,9.999999747378753e-05,9.999999747378753e-05,1.8191038009263136e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
a0d0d3b5,0,0.055155333131551736,0.1469605267047882,0.011791259050369264,0.02576347440481186,0.026336345821619037,0.0044063529931008824,0.0044063529931008824
ba57a170,0,0.3800813257694245,0.7804437875747681,0.30968672037124634,0.7534335255622864,0.6056581735610962,0.7358851432800293,0.5941981126864752
5dea1266,1,0.9834588766098022,0.9420063495635986,0.997380554676056,0.9897136688232422,0.9963423609733582,0.9998999834060668,0.9848002990086874
43966b7c,0,0.0007335857953876258,0.008816253393888474,0.000309834722429514,0.004713430069386959,0.00021541843307204545,0.013258013874292374,0.001
5f3397e6,0,9.999999747378753e-05,9.999999747378753e-05,1.332894186134581e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
0d179546,1,0.91103857755661,0.7090649604797363,0.900172233581543,0.8383362293243408,0.7360144853591919,0.9740030169487,0.8447715838750204
ea39dbdf,0,9.999999747378753e-05,0.0002627508656587452,2.039816899923608e-05,9.999999747378753e-05,0.004362912382930517,0.009872119873762129,0.001
000d71b1,0,9.999999747378753e-05,0.0001879830233519897,3.3588366932235665e-05,0.00014397938502952456,9.999999747378753e-05,9.999999747378753e-05,0.001
294fd9e6,0,9.999999747378753e-05,0.0002392904716543853,6.682993262074888e-05,0.0002915443037636578,0.007386367768049241,0.009302455931901932,0.001
77358b3e,0,9.999999747378753e-05,0.00010679026308935136,1.589429672321785e-07,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
4a35362f,0,0.06837639212608337,0.04788263514637947,0.07955407351255417,0.030787505209445957,0.008737253025174141,0.0808725357055664,0.008737253025174141
af1eb06e,1,0.16348229348659515,0.384894460439682,0.09892809391021727,0.29124173521995544,0.17794038355350494,0.2839580178260803,0.23340749740600586
17634039,1,0.99910706281662,0.9988474845886229,0.9997158646583556,0.9997084736824036,0.9998999834060668,0.9998999834060668,0.999
adb3b1dc,1,0.9842811822891236,0.937680959701538,0.9791489243507384,0.9943419694900512,0.9949107766151428,0.9995100498199464,0.9816456437110901
796dfa06,1,0.9644702076911926,0.9571548104286194,0.991592288017273,0.9376819729804992,0.9601387977600098,0.9843667149543762,0.9659007986386617
c5cb318a,0,9.999999747378753e-05,0.0001081099544535391,0.00039765809196978813,9.999999747378753e-05,9.999999747378753e-05,9.999999747378753e-05,0.001
cdd37130,1,0.9997697472572328,0.9993299245834352,0.99826580286026,0.9985271692276,0.9998999834060668,0.9998999834060668,0.999
aa78ee28,0,0.08829882740974426,0.18058936297893524,0.1111546829342842,0.004907896742224693,0.036354873329401016,0.10851998627185823,0.08830427161107461
0925dff9,0,0.002925933105871081,0.00515085831284523,0.001755783217959106,0.00013812931138090792,0.02873299084603786,0.13145600259304047,0.001
492b5f24,1,0.9997603297233582,0.9989991784095764,0.9969094395637512,0.9997671246528624,0.9998999834060668,0.9998999834060668,0.999
b764665a,1,0.8852543234825134,0.7177398800849915,0.7027755975723267,0.8126731514930725,0.8447249531745911,0.9070326685905457,0.8117000957330068
308fc1fe,0,0.03710635006427765,0.04533635452389717,0.005024074111133814,0.005799547769129275,9.999999747378753e-05,9.999999747378753e-05,0.001
b7519a52,1,0.9239835143089294,0.9672340154647828,0.990661084651947,0.9866660237312316,0.9867310523986816,0.9509882926940918,0.9677106638749441
