id,is_iceberg
5941774d,0.005708799697458744
4023181e,0.6395496129989624
b20200e4,0.00361432321369648
e7f018bb,0.9956912398338318
4371c8c3,0.08895458281040192
a8d9b1fd,0.10337261855602264
29e7727e,0.00412173243239522
92a51ffb,0.9968359470367432
c769ac97,0.012595186941325665
aee0547d,0.007025167811661959
565b28ac,0.0029897643253207207
e04e9775,0.27486884593963623
8e8161d1,0.003471378469839692
4cf4d256,0.9783025979995728
139e5324,0.006399805657565594
f156976f,0.004607283975929022
68a117cc,0.5641186833381653
d9aa7a56,0.4448225498199463
9005b143,0.23506182432174683
5f6d3988,0.9953617453575134
9ad70954,0.017530987039208412
b9087b9e,0.272845983505249
a39a1427,0.2233944535255432
82fbe8ed,0.013501749373972416
1fae4879,0.003719840431585908
6dd8f13d,0.002265638904646039
bbad5958,0.016057344153523445
54527583,0.4061691462993622
be8fa29c,0.8656962513923645
81a3328f,0.9966436624526978
1a3c0ab3,0.005854110699146986
4deeeb8b,0.8724613189697266
ac6d5632,0.6673884391784668
472dadb5,0.11618107557296753
96093f95,0.9915860891342163
f5b4e3df,0.9944913387298584
e01a3c92,0.011718020774424076
001680af,0.7993316650390625
8e639f33,0.06953122466802597
a2c16612,0.9889138340950012
a6d76474,0.008787162601947784
19c47684,0.3230575919151306
015827b6,0.19034132361412048
7df7f7ce,0.14306952059268951
0bbf1a3f,0.6536911725997925
636cfbb7,0.9718825817108154
7370030a,0.9895856976509094
43aa97ad,0.0027730956207960844
ba2b5e63,0.9960306286811829
dfdd335b,0.5355799794197083
e79b13dc,0.061644989997148514
dc32b195,0.7060706615447998
6d868590,0.9969838261604309
75fa59aa,0.8454316854476929
ffe50836,0.054602403193712234
a7bfd784,0.998090922832489
b3d569e3,0.005330352112650871
6c538c5b,0.011515534482896328
5c7c15f4,0.004751755390316248
0b745139,0.08855866640806198
fd14608e,0.888645350933075
f0bc8305,0.06605805456638336
a10ccb28,0.9971404075622559
543304c7,0.8641056418418884
6c3a4078,0.003542266320437193
9b73cc75,0.8356984257698059
5c6c71b1,0.034876905381679535
09ee9186,0.1544458121061325
207c35cf,0.43996599316596985
153c813e,0.010980302467942238
5605d58b,0.8028155565261841
642ca396,0.01313337218016386
d32d72c0,0.7797988653182983
16646a17,0.9972755312919617
384074af,0.12417867034673691
69bf1e8c,0.8647919297218323
9e90a054,0.8566249012947083
89dbe7f7,0.9963356256484985
dbd27d22,0.4950687289237976
a2ea1561,0.29963013529777527
d63402af,0.04546999931335449
1ac8bb92,0.9945355653762817
8beffca5,0.2597886621952057
46741f3e,0.007247683126479387
e5ee6aa7,0.006415406242012978
5ecd892b,0.7739644050598145
69892166,0.0029764161445200443
2f725a81,0.08088459819555283
810abfe4,0.0075664520263671875
e6f973e6,0.8740753531455994
c60a5c46,0.09725138545036316
c42b9e08,0.37416765093803406
c3f00c23,0.006703488528728485
5307fdb8,0.9846300482749939
3e4f005e,0.010862943716347218
4a4cc2e0,0.9731165170669556
9bdd88d1,0.0028749217744916677
0d832bed,0.007784600835293531
14a134fa,0.012619167566299438
78a41676,0.00960691086947918
0bd4658e,0.7955908179283142
4a311bb0,0.46458765864372253
f939c817,0.7468085885047913
956adc4d,0.992713987827301
f8a119f5,0.9023227095603943
61faa1ad,0.1524190604686737
6725eb3e,0.13217933475971222
17b3a8fd,0.011315898038446903
49a88dfc,0.004668307490646839
2d6ec645,0.8200872540473938
0d4d77ba,0.7178577184677124
3ee672a2,0.9961638450622559
738b41fd,0.1919039636850357
f7fb320d,0.9115293622016907
b42fad18,0.0022992766462266445
4ab8b00a,0.5753456950187683
f7870f2b,0.006785836536437273
4978666a,0.7670348882675171
f1b0d6c7,0.02220849134027958
5642407f,0.005050337873399258
36d4ff92,0.9680928587913513
4139aba2,0.7343604564666748
7585ce58,0.7198950052261353
33e25984,0.9975687861442566
ac46f3c9,0.013576281256973743
fc34a5b8,0.7167026996612549
85c36a8f,0.5130119919776917
b2d8a426,0.2728365361690521
13ec60d1,0.8968166708946228
9d440f42,0.14927631616592407
1c0a891e,0.7944911122322083
981c3bc3,0.9961586594581604
295604f4,0.13713371753692627
16ca16c3,0.06508388370275497
b4dda837,0.003547792788594961
88d088ef,0.00472406018525362
1b4fa160,0.12213759124279022
f371bd82,0.0032945775892585516
b130a0b7,0.9934530258178711
ebf1de82,0.46076062321662903
01e651c3,0.0045842663384974
51b1fecc,0.5966187119483948
fa635a31,0.004545006901025772
97b7d789,0.27890050411224365
2f598053,0.010145571082830429
c0e3e148,0.7072837948799133
cfa175a8,0.013406863436102867
3d7e09d8,0.9864902496337891
44a13d1b,0.9932063817977905
c66b0948,0.9108225107192993
976a6d64,0.018083741888403893
8bbd8909,0.8383650779724121
522890fd,0.22721029818058014
f23a3b95,0.9746578335762024
680039dc,0.5215761065483093
93028e53,0.04086723178625107
22a16932,0.16307085752487183
7d8126d2,0.0041029187850654125
ba2ecd75,0.00638184417039156
8071bdd7,0.9509137272834778
96d5aeee,0.00729039590805769
154be68f,0.9922945499420166
d8c2bfe2,0.9947070479393005
f76d47b0,0.28347331285476685
0e781ade,0.007418401539325714
13cf6060,0.003814814845100045
cd99f710,0.3648773729801178
d10005bb,0.002498912625014782
3a31445f,0.9988142251968384
3157202d,0.017954889684915543
6ee64703,0.7248128056526184
e5de8685,0.11031458526849747
02cc70ba,0.005746074486523867
50984a87,0.9866982698440552
fa94957a,0.9954907298088074
eab406b4,0.08742906898260117
3ad39398,0.6149703860282898
9ecf3802,0.03553459793329239
6048ae7b,0.008479952812194824
9dc68871,0.048010580241680145
13701465,0.354869544506073
8d8779f3,0.00394626148045063
0712f269,0.07929525524377823
722c2597,0.003974742256104946
478a2b08,0.7911957502365112
38f5fb41,0.0807587057352066
c52ad74d,0.9960746765136719
0c85fd09,0.0025984933599829674
